batFundDeposit,batFundAmt,totalSupply,balanceOf,tokenCreationCap,isFinalized,totalBalances,allowanceTotal,ethFundDeposit,decreaseTotal,tokenCreationMin,fundingStartBlock,totalEthRaised,fundingEndBlock,msgValue,tokenExchangeRate,spentTotal,,allowance,canFinalize
batFundDeposit,batFundAmt,totalOut,tokenCreationCap,isFinalized,allowance,totalBalances,ethFundDeposit,allBurn,totalIn,totalMint,tokenCreationMin,fundingStartBlock,totalEthRaised,fundingEndBlock,msgValue,tokenExchangeRate,allMint,totalBurn,,balanceOf,totalSupply,canFinalize
batFundDeposit,batFundAmt,totalSupply,balanceOf,tokenCreationCap,isFinalized,totalBalances,allowance,ethFundDeposit,tokenCreationMin,fundingStartBlock,totalEthRaised,fundingEndBlock,msgValue,tokenExchangeRate,,canFinalize
batFundDeposit,batFundAmt,balanceOf,tokenCreationCap,isFinalized,totalBalances,allowanceTotal,ethFundDeposit,allBurn,decreaseTotal,tokenCreationMin,fundingStartBlock,totalEthRaised,fundingEndBlock,msgValue,tokenExchangeRate,allMint,spentTotal,,allowance,totalSupply,canFinalize
batFundDeposit,batFundAmt,totalOut,tokenCreationCap,isFinalized,totalBalances,allowanceTotal,ethFundDeposit,allBurn,decreaseTotal,totalIn,totalMint,tokenCreationMin,fundingStartBlock,totalEthRaised,fundingEndBlock,msgValue,tokenExchangeRate,allMint,spentTotal,totalBurn,,allowance,balanceOf,totalSupply,canFinalize
batFundDeposit,batFundAmt,totalSupply,totalOut,tokenCreationCap,isFinalized,totalBalances,allowanceTotal,ethFundDeposit,decreaseTotal,totalIn,totalMint,tokenCreationMin,fundingStartBlock,totalEthRaised,fundingEndBlock,msgValue,tokenExchangeRate,spentTotal,totalBurn,,allowance,balanceOf,canFinalize
batFundAmt,batFundDeposit,balanceOf,tokenCreationCap,isFinalized,totalBalances,allowance,ethFundDeposit,allBurn,tokenCreationMin,fundingStartBlock,totalEthRaised,fundingEndBlock,msgValue,tokenExchangeRate,allMint,,totalSupply,canFinalize
batFundDeposit,batFundAmt,totalSupply,totalOut,tokenCreationCap,isFinalized,allowance,totalBalances,ethFundDeposit,totalIn,totalMint,tokenCreationMin,fundingStartBlock,totalEthRaised,fundingEndBlock,msgValue,tokenExchangeRate,totalBurn,,balanceOf,canFinalize
