onceEndSale,burnTotal,allowed,initialSupply,onceUnpaused,dead,paused,fountainContractAddress,bonusDistributionAddress,balances,owner,tokenSaleActive,,companyTokens,totalSupply
allowed,totalSupply,onceUnpaused,totalOut,bonusDistributionAddress,tokenSaleActive,totalIn,onceEndSale,paused,initialSupply,dead,fountainContractAddress,owner,totalBurn,,companyTokens,balances
onceEndSale,paused,allowed,totalSupply,onceUnpaused,dead,fountainContractAddress,bonusDistributionAddress,companyTokens,balances,owner,tokenSaleActive,
onceUnpaused,totalOut,bonusDistributionAddress,allowanceTotal,tokenSaleActive,decreaseTotal,totalIn,burnTotal,onceEndSale,paused,initialSupply,dead,fountainContractAddress,owner,spentTotal,totalBurn,,companyTokens,allowed,balances,totalSupply
totalSupply,onceUnpaused,bonusDistributionAddress,allowanceTotal,tokenSaleActive,decreaseTotal,onceEndSale,paused,initialSupply,dead,fountainContractAddress,balances,owner,spentTotal,,companyTokens,allowed
totalSupply,onceUnpaused,totalOut,bonusDistributionAddress,companyTokens,allowanceTotal,tokenSaleActive,decreaseTotal,totalIn,onceEndSale,paused,dead,fountainContractAddress,owner,spentTotal,totalBurn,,allowed,balances
allowed,totalSupply,onceUnpaused,totalOut,bonusDistributionAddress,companyTokens,tokenSaleActive,totalIn,onceEndSale,paused,dead,fountainContractAddress,owner,totalBurn,,balances
totalSupply,onceUnpaused,bonusDistributionAddress,companyTokens,allowanceTotal,tokenSaleActive,decreaseTotal,onceEndSale,paused,dead,fountainContractAddress,balances,owner,spentTotal,,allowed
onceUnpaused,bonusDistributionAddress,allowanceTotal,tokenSaleActive,decreaseTotal,burnTotal,onceEndSale,paused,initialSupply,dead,fountainContractAddress,balances,owner,spentTotal,,companyTokens,allowed,totalSupply
totalSupply,onceUnpaused,totalOut,bonusDistributionAddress,allowanceTotal,tokenSaleActive,decreaseTotal,totalIn,onceEndSale,paused,initialSupply,dead,fountainContractAddress,owner,spentTotal,totalBurn,,companyTokens,allowed,balances
onceEndSale,paused,allowed,initialSupply,onceUnpaused,dead,totalSupply,fountainContractAddress,bonusDistributionAddress,balances,owner,tokenSaleActive,,companyTokens
allowed,onceUnpaused,totalOut,bonusDistributionAddress,tokenSaleActive,totalIn,burnTotal,onceEndSale,paused,initialSupply,dead,fountainContractAddress,owner,totalBurn,,companyTokens,balances,totalSupply
