totalIn,totalMint,allowance,totalOut,allBurn,totalBalances,owner,allMint,totalBurn,,balanceOf,totalSupply
totalIn,allowanceTotal,totalMint,totalSupply,totalOut,totalBalances,owner,spentTotal,totalBurn,,allowance,balanceOf
allowanceTotal,allBurn,balanceOf,totalBalances,owner,allMint,spentTotal,,allowance,totalSupply
totalIn,allowanceTotal,totalMint,totalOut,allBurn,totalBalances,owner,allMint,spentTotal,totalBurn,,allowance,balanceOf,totalSupply
totalIn,totalMint,allowance,totalSupply,totalOut,totalBalances,owner,totalBurn,,balanceOf
allowance,allBurn,balanceOf,totalBalances,owner,allMint,,totalSupply
allowanceTotal,totalSupply,balanceOf,totalBalances,owner,spentTotal,,allowance
allowance,totalSupply,balanceOf,totalBalances,owner,
