allowanceTotal,paused,balanceOf,targetSupply,totalBalances,owner,allMint,spentTotal,decreaseTotal,,allowance,totalSupply
paused,allowance,balanceOf,targetSupply,totalBalances,owner,allMint,,totalSupply
totalIn,paused,totalMint,totalSupply,totalOut,allowance,targetSupply,totalBalances,owner,,balanceOf
allowanceTotal,paused,totalSupply,balanceOf,targetSupply,totalBalances,owner,spentTotal,decreaseTotal,,allowance
paused,allowance,totalSupply,balanceOf,targetSupply,totalBalances,owner,
totalIn,allowanceTotal,paused,totalMint,totalOut,targetSupply,totalBalances,owner,allMint,spentTotal,decreaseTotal,,allowance,balanceOf,totalSupply
totalIn,allowanceTotal,paused,totalMint,totalSupply,totalOut,targetSupply,totalBalances,owner,spentTotal,decreaseTotal,,allowance,balanceOf
totalIn,paused,totalMint,allowance,totalOut,targetSupply,totalBalances,owner,allMint,,balanceOf,totalSupply
